Plattform,Wohnung,Name,Datum,Kommentar,Gefundenes Muster,Originalsprache
Booking.com,B1,Volha,2025-03-28,"Fantastisch komfortabler Aufenthalt. 
Bequemes Bett, weiche Decken und Kissen, saubere, frische Bettwäsche, Kühlschrank, Geschirr, Wasserkocher.
Kaffee, Zucker, Gewürze.
Auf der Terrasse können Sie grillen. 
Schweigen. Der Morgen beginnt mit Vogelgesang. In der Nähe gibt es ein Feld und einen Wald, wo Sie morgens joggen können. 


Sollten wir jemals wieder in dieser Gegend sein, werden wir gerne wiederkommen.",верн(усь|емся|уться),
Booking.com,B1,Dragana,2024-12-25,"Sehr ruhige und schöne Lage, sauber, klein aber fein!
Immer wieder gerne.",immer wieder (gern|kommen),
Booking.com,B3,Manja,2025-08-17,"Super gelegen. Alles sauber.
Völlig unkomplizierter Check in.

Also wir fanden es super.

Gerne wieder.",gerne wieder,
Booking.com,B5,Anja,2024-08-10,Sehr nette Gastgeber. Unterkunft liegt ideal. Umgebung ist ruhig und lädt zum wandern ein. Alles sauber. Wir kommen gerne wieder. Ein Besen in der Wohnung ist sicherlich sinnvoll.,"gerne wieder, kommen (gerne|sicher|bestimmt) wieder",
Booking.com,B6,Eva,2025-11-04,"Tolle Unterkunft im Herzen der Sächsischen Schweiz 🌲
Perfekte Lage für Ausflüge in die Sächsische Schweiz. Die Unterkunft liegt in einer ruhigen Gegend am Ende der Straße, ideal zum Entspannen nach einem Wandertag. Die Kommunikation mit dem Eigentümer war hervorragend, der kontaktlose Zugang mittels Codes funktionierte problemlos.
Die Unterkunft ist gemütlich und gut ausgestattet, es hat uns an nichts gefehlt. Schon eine kleine Lampe im Wohnzimmer hätte die Atmosphäre noch angenehmer gemacht. Wir kommen gerne wieder!",love to (return|come back),
Booking.com,H1,Evelyn,2025-10-25,"Beschauliches Zimmer, ruhig nach hinten gelegen und mit allem ausgestattet, was wir brauchten. Vor allem die Küchenzeile hat uns gefreut, weil wir kochen, alles lagern konnten und auch Kaffee, Öl und Salz gefunden haben. In der Nacht schlief es sich ganz leise, weil keine Verkehrsgeräusche zu hören waren. Von der Wohnung aus konnten wir mit dem Auto alle wichtigen Ausgangspunkte zum Wandern in maximal einer halben Stunde erreichen. Und um die Ecke gab es viele Supermärkte, die man auch fußläufig aufsuchen kann. Vielen Dank für alles :). Wir kommen bestimmt wieder. -",kommen (gerne|sicher|bestimmt) wieder,
Booking.com,H1,Martina,2024-07-10,"Es war sehr klein, reichte aber ! 
Es war sehr sauber, gemütlich und alle waren sehr freundlich. 
Wir kommen bestimmt wieder.",kommen (gerne|sicher|bestimmt) wieder,
Booking.com,H1,Markus,2024-01-22,"Top Preis-Leistungsverhältnis. Komplett eingerichtete Küche, selbst Gewürze, Speiseöl und Kaffee waren vorhanden. Unkomplizierter und sehr freundlicher Kontakt. Emma-Matratze für einen guten Schlaf. Ruhige Gegend, lädt zum Wandern ein... Genau das Richtige für ein paar ruhige Tage zum Erholen. Gerne wieder. -",gerne wieder,
Booking.com,H1,Hamoooooo,2023-12-13,Alles super ... schönes Zimmer ...sauber ... sehr gerne wieder,gerne wieder,
Booking.com,H2,Krüger,2025-05-19,"Wir waren sehr zufrieden mit der Unterkunft. Sie ist klein aber fein, sauber und hat alles, was man braucht. Das Zimmer ist liebevoll eingerichtet - uns hat nichts gefehlt. Wir kommen gerne wieder und können die Unterkunft absolut empfehlen!","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",
Booking.com,H2,Britta,2024-05-11,"Die Natur ist wirklich wundervoll. Die Hygiene im Zimmer ließ sehr zu wünschen übrig. Angefangen mit den Krümeln der Vorgänger im Toaster... Als ich die Klobrille hochgeklappt habe und alles voll mit Urin war, kam mir der absolute Ekel. Wir haben es dann selber sauber gemacht. Ein totales no go. Einrichtung war ok. Leider fehlte der Wasserkocher. Das Zimmer zur Straße hin ist sehr laut. Ich würde nicht empfehlen dort im Hochsommer zu buchen. Dann dürfte es sich kaum aushalten lassen zwecks Hitze. Wir haben mit offenen Fenster geschlafen. Ab 5 Uhr geht der Verkehr los....
Alles in allem war die Unterkunft ok für den Preis, auf Grund der Hygiene würde ich dort nicht wieder buchen.",wieder buchen,
Booking.com,H2,Daniel,2023-11-16,"Das Preis-Leistungsverhältnis ist sehr gut. Es ist zwar keine Wohnung, sondern eher ein Zimmer, aber die Küchenzeile ist sehr gut ausgestattet. Das Bad ist klein aber fein. Check in hat problemlos geklappt. Würde ich auf jeden Fall wieder buchen. Bei dem Preis kann man keine 5 Sterne Wohnung erwarten. Das Zimmer ist relativ hellhörig und auch den Straßenlärm bekommt man mit, da die Fenster schon etwas älter sind. Konnte aber trotzdem den Fernseher verstehen und gut schlafen. Aufgrund der Größe fehlt leider ein Sofa oder ähnliches.","wieder buchen, auf jeden Fall wieder",
Booking.com,H4,Maiorino,2025-10-12,"Sehr schön eingerichtet, alles wie beschrieben. Sauber und mit einer gut ausgestatteten Küche. Die Kommunikation funktioniert gut, das Personal ist freundlich und hilfsbereit. Gerne wieder!",gerne wieder,
Booking.com,H4,Stefanie,2024-03-11,"Super Gemütlich und sauber eingerichtet. Wir würden in jeden Fall wieder kommen. TV ging leider nur bedingt. Wir sind aber dafür nicht in in den Urlaub 
b gefahren. Es könnte nur Leute stören, die darauf Wert legen.
Wir hätten uns gerne mehr Informationen zum parken gewünscht. Dies war vor Ort gar nicht so einfach.",wieder kommen,
Booking.com,H4,Tanja,2024-01-05,"Klein aber fein und super gemütlich.
Wir haben uns gleich wie zuhause gefühlt! 
Es gibt eine kleine Küchenzeile mit einer super Ausstattung, wie eine Kaffeemaschine, eine Spülmaschine, einen Herd & ein kleiner Backofen, sowie einen Toaster und ausreichend Küchenutensilien. :) 
Wir haben uns sehr wohl gefühlt und würden jederzeit wieder kommen. 
Die Gastgeber waren supernett und hilfsbereit. Die Kommunikation war supereasy und familiär. 
Vielen lieben Dank für alles!","wieder kommen, jederzeit wieder",
Booking.com,H6,Jennifer,2024-07-22,"Ein schickes, sehr gut ausgestattetes Appartement in guter Ausgangslage für Ausflüge/ Wandertouren.
Die ersten Wanderrouten waren zu Fuß erreichbar, alle weiteren problemlos nach kurzer Autofahrt oder guter ÖPNV-Anbindung.
Es gibt einen gemütlichen Garten, um das schöne Wetter zu genießen.
Wir kommen gerne wieder. Bei geöffnetem Fenster war es leider in den Morgenstunden durch den Verkehrslärm, obwohl ansonsten eine eher nicht viel befahrene Straße. recht laut.","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",
Booking.com,L5,Martina,2024-06-07,"Ein kleines feines Zimmer in guter Lage.
Es war alles da, was man braucht, teilweise sogar mehr, auch Duschbad und Shampoo 👍🏼
Wir würden jederzeit wieder dort buchen!!!!",jederzeit wieder,
Booking.com,L5,Bastian,2023-06-21,"- sehr freundlicher Kontakt
- super ausgestattet, u.a. mit Zutaten zum Kochen, Begrüßungspräsent auf dem Tisch,... Alles da!
- günstig!
- gute Lage für Wanderungen in der Sächsischen Schweiz

Danke, jederzeit wieder!",jederzeit wieder,
Booking.com,L6,Lara,2025-06-12,Gemütliche und saubere Wohnung. Nette Kommunikation mit den Gastgebern. Küche war super ausgestattet und es hat uns an nichts gefehlt. Lage perfekt für verschiedenste Wanderungen in der Umgebung. Wir kommen gerne wieder!,"gerne wieder, kommen (gerne|sicher|bestimmt) wieder",
Booking.com,L6,Movsisyan,2025-03-30,"Ein wunderbarer Aufenthalt! Die Unterkunft war gemütlich, sauber und bestens ausgestattet. Perfekt für eine entspannte Auszeit – wir kommen gerne wieder!","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",
Booking.com,L6,Stephan,2023-11-27,"Wunderbar ruhiges Apartment mit allem was  für die Selbstversorgung nötig ist, Tolle Lage als Ausgangspunkt für Wanderungen in den Nationalpark, Tipps gibt's vom Vermieter! Super Preis-Leistungs-Verhältnis! Gerne wieder 😀",gerne wieder,
Booking.com,L8,Melanie,2025-08-01,"Wir haben uns sehr wohl gefühlt und die Lage der Unterkunft war für uns perfekt. Konnten zu Fuß recht schnell den Lichtenhainer Wasserfall, Kuhstall usw erreichen. Mein Sohn war begeistert & wir kommen gerne wieder. Danke!","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",
Booking.com,L8,Anastasiia,2025-02-18,"Eine saubere und gemütliche Unterkunft, nichts anzumerken. Sehr gerne wieder!",gerne wieder,
Booking.com,L8,Ines,2024-08-17,Sehr schönes Zimmer. Alles da was man braucht. Das Team ist super nett. Problem wurde sofort beseitigt. Wir haben uns sehr wohl gefühlt und würden jederzeit wieder kommen. Können wir nur weiterempfehlen.,"wieder kommen, jederzeit wieder",
Booking.com,L8,Jessika,2024-01-22,"Sehr saubere und gut ausgestattete Unterkunft. Wir hatten ein schönes Wochenende dort. 
Die Lage war super! Würden wieder kommen.
Die Kommunikation vorab und während des Aufenthaltes war super. Danke!","wieder kommen, würden wieder (kommen|buchen)",
Booking.com,L8,Toprak,2023-11-24,"Das Zimmer war sehr sauber, wirklich sehr sauber. Ich bin „gute“ Hotelzimmer für deutlich höhere Preise gewohnt, doch so sauber wie dieses Zimmer hatte ich es bisher noch nie! Keine unangenehmen Gerüche, kein Staub, perfekt.
Das Personal haben wir persönlich nicht kennengelernt, allerdings fernmündlichen Kontakt gehabt. Super freundlich und sympathisch.

Das Zimmer hat einen Modernen Fernseher, auf welchem man Netflix, Amazon Video, YouTube, usw kostenfrei nutzen kann.
Darüber hinaus gibt es eine Filterkaffeemaschine samt Kaffee! Traumhaft!

Wir waren super zufrieden und würden sofort wieder buchen! Leider mussten wir einen Tag eher als geplant abreisen, aber wir kommen definitiv wieder! Nichts zu meckern, obwohl ich ehrlich gesagt immer etwas zum Nörgeln habe. Ich bin sehr positiv überrascht. Wir haben einen niedrigen zweistelligen Betrag für zwei Nächte bezahlt. So günstig habe ich bisher keine vergleichbare Unterkunft bekommen.",wieder buchen,
Booking.com,L8,Henning,2023-05-08,"Das Wohnhaus steht sehr ruhig in der 2. Reihe und ist von der Straße nicht zu sehen. Die Urlaubsunterkunft inclusive Garten sind sehr gepflegt und sauber! In unserem geräumigen Zimmer war an alles gedacht. Von liebevoll gefalteten Handtüchern mit Schokogruß, Hygieneartikel, Kaffeemaschine inclusive Kaffee, Kühlschrank bis hin zu Wandertipps. Auf der anderen Straßenseite bietet der gut sortierte Dorfladen frische Bäckerbrötchen an. Die Gaststätte ""Panorama Camping"" und ein Cafe sind zu Fuß in wenigen Minuten erreichbar oder Ihr nutzt den Sitzplatz mit Grill vorm Haus! Wir kommen sehr gerne wieder!!",gerne wieder,
Booking.com,L9,Daniela,2025-02-10,"Super Lage für Wanderungen, im Zimmer gab es alles was man brauchte und es war auch schön groß auch das Badezimmer. Der Check in und check out absolut super, schnell und einfach. Wir kommen gerne wieder. Der wasserdruck in der Dusche ist zu niedrig und es dauert sehr lange bis das wasser mal warm ist, aber das ist jetzt nicht soooooo dramatisch","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",
Booking.com,L9,Elena,2024-06-20,"Großes Zimmer. Schöne Terrasse. Alles genau wie in die Bilder. Keine Mücke 
Einfach und unkompliziert.
Sehr schnell und einfach zu Schneiderloch und Himmelsleiter zu wandern.
Ich würde gerne zurück kommen, aber nicht zu arbeiten. Internet Verbindung war gar nicht gut. Wifi Internet leider nicht gut genug. Verbindung war ständig unterbrochen. Ich habe von dort gearbeitet und es war sehr schwierig. 

Kühlschrank ist genau neben Bett und normal, laut. 
Ich war auch unglücklich , im schlechtest Zeit da zu ankommen. Die Nachbarn haben jeden Tag geschweißen. :D",gerne zurück,
Booking.com,S2,Janka,2025-11-18,"Wir haben unseren Aufenthalt im Urlaubsmagie - Am Wanderweg mit Terrasse sehr genossen. Durch das Fenster sahen wir Berge und Wälder. Der Weg direkt vor dem Hof. Parkplatz an der Hütte.
Das Zimmer war sauber, warm und gemütlich. Wir hatten alles, was wir brauchten, vor Ort. 
Wir würden auf jeden Fall gerne wiederkommen :)",wróc(ę|imy|i),
Booking.com,S2,Norbert,2023-09-03,"Super unkompliziertes Personal und wunderschöne Lage - perfekter Ausgangspunkt für Wanderungen in der Gegend oder einfach nur einen Aufenthalt im Grünen. Außerdem hat das Zimmer Alles, was man braucht. Wir kommen gerne wieder!","gerne wieder, kommen (gerne|sicher|bestimmt) wieder",
Booking.com,UO,Frank,2024-02-17,Sehr schöne Unterkunft. Sauber und komfortabel. Kann man ohne Bedenken weiter empfehlen. Gerne wieder. Sehr freundliche Gastgeber.,gerne wieder,
Booking.com,UO,Isabell,2023-03-19,"Die Straße ist wenig befahren. Bäcker und Discounter sind in wenigen Gehminuten erreichbar. Die Dekoration in der Unterkunft war sehr einladend, es war gemütlich und es fehlte uns an nichts. Wir würden jederzeit wiederkommen.👍 Da gab' es nichts. :)",jederzeit wieder,
Booking.com,Zi1,Lorch,2024-08-26,Der Garten und der pool alles super gepflegt. Und die Wohnung war sauber. Alles vorhanden wenn man kochen möchte .Der Kühlschrank ist kaputt gegangen die haben sich sofort drum gekümmert und es gab einen neuen.  Und super leute es läuft alles auf vertrauens Basis mega. Die Wohnung war klein und süss für leute die wie wir viel wandern gehen ist sie perfekt . Hunde sind erlaubt und auch sehr freundlich empfangen worden unser Hund und auch wir haben uns super wohlgefühlt. Und wir werden wieder kommen .😀,wieder kommen,
Booking.com,Zi1,Pongratz,2023-11-04,"Gute Lage, preiswerte Übernachtung, nette Gastgeber. Gerne wieder👍",gerne wieder,
Booking.com,Zi1,Natalie,2023-08-17,"Der Garten ist super schön, der Pool ist besonders im Sommer sehr erfrischend. 

Gerne wieder! :) Nichts",gerne wieder,
Booking.com,Zi1,Annett,2023-02-07,"Alles hat sich angefühlt wie zu Hause. Es war sauber, liebevoll eingerichtet und das Alles hab ich zu einem unschlagbaren Preis bekommen. Zu meinen Wanderrouten musste ich etwas fahren aber dank Kurkarte könnte man dort jederzeit auch ohne Auto mobil sein. Es gab ein kleineres Problem, um welches es sich sofort gekümmert wurde.

 Ich würde hier sofort wieder buchen. Nette Gastgeber, fußläufige Einkaufsmöglichkeiten und ein absoluter Ruhepool wenn man aus der Stadt flüchten möchte. Hier erholt sich die Seele...

Alles was man nicht im Zimmer hat, wie Waschmaschine, Mikrowelle usw ist im Haus dennoch zur Nutzung vorhanden. Hier gibt's auch nach längerer Überlegung nichts was ich schreiben könnte.",wieder buchen,
